address,predicted_block,predicted_street,predicted_building,predicted_floor_num,predicted_unit_num,predicted_country,predicted_postal_code,block,street,building,floor_num,unit_num,country,postal_code,accuracy,latitude,longitude
314C ANCHORVALE LINK ANCHORVALE GARDENS #21-13 SINGAPORE 543314,314C,ANCHORVALE LINK,ANCHORVALE GARDENS,21,13,SINGAPORE,543314,314C,ANCHORVALE LINK,ANCHORVALE GARDENS,21,13,SINGAPORE,543314,1.0,49.04000655,20.73412929435696
103A #09-36 EDGEFIELD PLACEAINS SINGAPORE 821103,103A,EDGEFIELD PLACEAINS,,09,36,SINGAPORE,821103,103A,EDGEFIELD PLACEAINS,,09,36,SINGAPORE,821103,1.0,25.0122531375,83.438045975
706 YISHUN AVENUE 5 #17-97 CHONG PANG GREEN SINGAPORE 760706,706,YISHUN AVENUE 5,CHONG PANG GREEN,17,97,SINGAPORE,760706,706,YISHUN AVENUE 5,CHONG PANG GREEN,17,97,SINGAPORE,760706,1.0,49.88091835,15.806836389022742
436D #17-51 PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST BLOCK 436D (KN) FERNVALE ROAD SINGAPORE 791436,436D,FERNVALE ROAD,PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST BLOCK 436D (KN),17,51,SINGAPORE,791436,436D,FERNVALE ROAD,PCF SPARKLETOTS PRESCHOOL @ SENGKANG WEST BLOCK 436D (KN),17,51,SINGAPORE,791436,1.0,1.3928392,103.8764163
2 TANJONG PAGAR PLACEAZA #28-53 SINGAPORE 082002,2,TANJONG PAGAR PLACEAZA,,28,53,SINGAPORE,082002,2,TANJONG PAGAR PLACEAZA,,28,53,SINGAPORE,082002,1.0,1.2752138,103.8425777
601 ANG MO KIO AVENUE 5 MY FIRST SKOOL #07-70 SINGAPORE 560601,601,ANG MO KIO AVENUE 5,MY FIRST SKOOL,07,70,SINGAPORE,560601,601,ANG MO KIO AVENUE 5,MY FIRST SKOOL,07,70,SINGAPORE,560601,1.0,1.380987,103.8350755
4 BEDOK SOUTH AVENUE 1 #01-74 SINGAPORE 460004,4,BEDOK SOUTH AVENUE 1,,01,74,SINGAPORE,460004,4,BEDOK SOUTH AVENUE 1,,01,74,SINGAPORE,460004,1.0,21.81729028,77.9652425
301 HONG KAH EAST GARDEN JURONG EAST STREET 32 #07-68 SINGAPORE 600301,301,JURONG EAST STREET 32,HONG KAH EAST GARDEN,07,68,SINGAPORE,600301,301,JURONG EAST STREET 32,HONG KAH EAST GARDEN,07,68,SINGAPORE,600301,1.0,10.2748936,-61.46869796666666
147 #10-27 TAMPINES AVENUE 5 SINGAPORE 521147,147,TAMPINES AVENUE 5,,10,27,SINGAPORE,521147,147,TAMPINES AVENUE 5,,10,27,SINGAPORE,521147,1.0,1.3492309,103.9421153
295B COMPASSVALE LODGE #25-69 COMPASSVALE CRESCENT SINGAPORE 542295,295B,COMPASSVALE CRESCENT,COMPASSVALE LODGE,25,69,SINGAPORE,542295,295B,COMPASSVALE CRESCENT,COMPASSVALE LODGE,25,69,SINGAPORE,542295,1.0,1.3978671,103.9002485
281A #19-90 COMPASSVALE ANCILLA SENGKANG EAST AVENUE SINGAPORE 541281,281A,SENGKANG EAST AVENUE,COMPASSVALE ANCILLA,19,90,SINGAPORE,541281,281A,SENGKANG EAST AVENUE,COMPASSVALE ANCILLA,19,90,SINGAPORE,541281,1.0,1.3861328,103.891565
721 JURONG WEST AVENUE 5 CHERIE HEARTS JUSTKIDZ PTE. LTD. #12-15 SINGAPORE 640721,721,JURONG WEST AVENUE 5,CHERIE HEARTS JUSTKIDZ PTE. LTD.,12,15,SINGAPORE,640721,721,JURONG WEST AVENUE 5,CHERIE HEARTS JUSTKIDZ PTE. LTD.,12,15,SINGAPORE,640721,1.0,1.3439563,103.6977876
330 ANG MO KIO AVENUE 1 TECK GHEE VIEW #22-23 SINGAPORE 560330,330,ANG MO KIO AVENUE 1,TECK GHEE VIEW,22,23,SINGAPORE,560330,330,ANG MO KIO AVENUE 1,TECK GHEE VIEW,22,23,SINGAPORE,560330,1.0,1.3624418,103.8510462
609 EUNOS RAINBOW BEDOK RESERVOIR ROAD #06-89 SINGAPORE 470609,609,BEDOK RESERVOIR ROAD,EUNOS RAINBOW,06,89,SINGAPORE,470609,609,BEDOK RESERVOIR ROAD,EUNOS RAINBOW,06,89,SINGAPORE,470609,1.0,1.3317242,103.9120323
128 LORONGONG 1 TOA PAYOH #15-83 SINGAPORE 310128,128,LORONGONG 1 TOA PAYOH,,15,83,SINGAPORE,310128,128,LORONGONG 1 TOA PAYOH,,15,83,SINGAPORE,310128,1.0,1.33812705,103.8443481
349 UBI AVENUE 1 #19-74 KAMPONG UBI VIEW SINGAPORE 400349,349,UBI AVENUE 1,KAMPONG UBI VIEW,19,74,SINGAPORE,400349,349,UBI AVENUE 1,KAMPONG UBI VIEW,19,74,SINGAPORE,400349,1.0,46.75837211666667,23.583577866666666
2 UPP ALJUNIED LANE #20-93 SINGAPORE 360002,2,UPP ALJUNIED LANE,,20,93,SINGAPORE,360002,2,UPP ALJUNIED LANE,,20,93,SINGAPORE,360002,1.0,43.467006225,43.575912225
281 KEAT HONG TEMBUSU CHOA CHU KANG AVENUE 3 #14-81 SINGAPORE 680281,281,CHOA CHU KANG AVENUE 3,KEAT HONG TEMBUSU,14,81,SINGAPORE,680281,281,CHOA CHU KANG AVENUE 3,KEAT HONG TEMBUSU,14,81,SINGAPORE,680281,1.0,49.8561225,12.8668968
286C COMPASSVALE CRESCENT COMPASSVALE CAPE #10-52 SINGAPORE 543286,286C,COMPASSVALE CRESCENT,COMPASSVALE CAPE,10,52,SINGAPORE,543286,286C,COMPASSVALE CRESCENT,COMPASSVALE CAPE,10,52,SINGAPORE,543286,1.0,1.398133,103.8964743
891 TAMPINES AVENUE 8 #21-54 HDB PUBLIC SHELTERS SINGAPORE 520891,891,TAMPINES AVENUE 8,HDB PUBLIC SHELTERS,21,54,SINGAPORE,520891,891,TAMPINES AVENUE 8,HDB PUBLIC SHELTERS,21,54,SINGAPORE,520891,1.0,1.3491363,103.9312137
462 CRAWFORD LANE #13-11 PCF SPARKLETOTS PRESCHOOL @ KAMPONG GLAM BLOCK 462 (KN) SINGAPORE 190462,462,CRAWFORD LANE,PCF SPARKLETOTS PRESCHOOL @ KAMPONG GLAM BLOCK 462 (KN),13,11,SINGAPORE,190462,462,CRAWFORD LANE,PCF SPARKLETOTS PRESCHOOL @ KAMPONG GLAM BLOCK 462 (KN),13,11,SINGAPORE,190462,1.0,1.30452585,103.86089245
571 ANG MO KIO AVENUE 3 #04-66 MY FIRST SKOOL SINGAPORE 560571,571,ANG MO KIO AVENUE 3,MY FIRST SKOOL,04,66,SINGAPORE,560571,571,ANG MO KIO AVENUE 3,MY FIRST SKOOL,04,66,SINGAPORE,560571,1.0,1.3702196,103.8544241
211 PET CLINIC #06-59 SERANGOON AVENUE 4 SINGAPORE 550211,211,SERANGOON AVENUE 4,PET CLINIC,06,59,SINGAPORE,550211,211,SERANGOON AVENUE 4,PET CLINIC,06,59,SINGAPORE,550211,1.0,45.807825228571424,24.16726772857143
329 MY FIRST SKOOL ANG MO KIO AVENUE 3 #03-42 SINGAPORE 560329,329,ANG MO KIO AVENUE 3,MY FIRST SKOOL,03,42,SINGAPORE,560329,329,ANG MO KIO AVENUE 3,MY FIRST SKOOL,03,42,SINGAPORE,560329,1.0,1.3665973,103.8468766
201 TOA PAYOH SPRING #13-52 TOA PAYOH NORTH SINGAPORE 310201,201,TOA PAYOH NORTH,TOA PAYOH SPRING,13,52,SINGAPORE,310201,201,TOA PAYOH NORTH,TOA PAYOH SPRING,13,52,SINGAPORE,310201,1.0,1.3413685,103.8500402
31 MARINE CRESCENT #23-49 MARINE CRESCENT VILLE SINGAPORE 440031,31,MARINE CRESCENT,MARINE CRESCENT VILLE,23,49,SINGAPORE,440031,31,MARINE CRESCENT,MARINE CRESCENT VILLE,23,49,SINGAPORE,440031,1.0,53.172089032558134,44.97000464186047
130 ANG MO KIO AVENUE 3 YIO CHU KANG VILLE #27-63 SINGAPORE 560130,130,ANG MO KIO AVENUE 3,YIO CHU KANG VILLE,27,63,SINGAPORE,560130,130,ANG MO KIO AVENUE 3,YIO CHU KANG VILLE,27,63,SINGAPORE,560130,1.0,1.3703798,103.8418901
10B BENDEMEER ROAD #12-95 BENDEMEER LIGHT SINGAPORE 332010,10B,BENDEMEER ROAD,BENDEMEER LIGHT,12,95,SINGAPORE,332010,10B,BENDEMEER ROAD,BENDEMEER LIGHT,12,95,SINGAPORE,332010,1.0,19.4138647,-155.275811
613A #18-63 PUNGGOL DRIVE DAMAI GROVE SINGAPORE 821613,613A,PUNGGOL DRIVE,DAMAI GROVE,18,63,SINGAPORE,821613,613A,PUNGGOL DRIVE,DAMAI GROVE,18,63,SINGAPORE,821613,1.0,-7.5765858,-78.2218577
783A WOODLANDS RISE WOODLANDS PASTURE I #04-51 SINGAPORE 731783,783A,WOODLANDS RISE,WOODLANDS PASTURE I,04,51,SINGAPORE,731783,783A,WOODLANDS RISE,WOODLANDS PASTURE I,04,51,SINGAPORE,731783,1.0,1.4474597,103.8040473
503 CHOA CHU KANG STREET 51 #04-55 SINGAPORE 680503,503,CHOA CHU KANG STREET 51,,04,55,SINGAPORE,680503,503,CHOA CHU KANG STREET 51,,04,55,SINGAPORE,680503,1.0,10.648050387272727,76.06610145090909
202 BEDOK TOWN CENTRE #16-54 BEDOK NORTH STREET 1 SINGAPORE 460202,202,BEDOK NORTH STREET 1,BEDOK TOWN CENTRE,16,54,SINGAPORE,460202,202,BEDOK NORTH STREET 1,BEDOK TOWN CENTRE,16,54,SINGAPORE,460202,1.0,1.3255952,103.9279714
110 PASIR RIS STREET 11 #27-02 SINGAPORE 510110,110,PASIR RIS STREET 11,,27,02,SINGAPORE,510110,110,PASIR RIS STREET 11,,27,02,SINGAPORE,510110,1.0,1.3686727,103.956585
132 EDGEDALE PLACEAINS #17-91 SINGAPORE 820132,132,EDGEDALE PLACEAINS,,17,91,SINGAPORE,820132,132,EDGEDALE PLACEAINS,,17,91,SINGAPORE,820132,1.0,1.4008938,103.896885
108 EUNOS VISTA BEDOK RESERVOIR ROAD #15-21 SINGAPORE 470108,108,BEDOK RESERVOIR ROAD,EUNOS VISTA,15,21,SINGAPORE,470108,108,BEDOK RESERVOIR ROAD,EUNOS VISTA,15,21,SINGAPORE,470108,1.0,1.3302278,103.9095374
498A HDB PUBLIC SHELTERS TAMPINES STREET 45 #15-42 SINGAPORE 520498,498A,TAMPINES STREET 45,HDB PUBLIC SHELTERS,15,42,SINGAPORE,520498,498A,TAMPINES STREET 45,HDB PUBLIC SHELTERS,15,42,SINGAPORE,520498,1.0,1.36147435,103.9580813
503 #15-54 BEDOK NORTH STREET 3 MY FIRST SKOOL SINGAPORE 460503,503,BEDOK NORTH STREET 3,MY FIRST SKOOL,15,54,SINGAPORE,460503,503,BEDOK NORTH STREET 3,MY FIRST SKOOL,15,54,SINGAPORE,460503,1.0,1.331438,103.9324099
35 BEDOK SOUTH PARKVIEW BEDOK SOUTH AVENUE 2 #25-79 SINGAPORE 460035,35,BEDOK SOUTH AVENUE 2,BEDOK SOUTH PARKVIEW,25,79,SINGAPORE,460035,35,BEDOK SOUTH AVENUE 2,BEDOK SOUTH PARKVIEW,25,79,SINGAPORE,460035,1.0,51.791554369230774,55.09064590769231
101 JURONG EAST STREET 13 #29-17 JURONG EAST VILLE SINGAPORE 600101,101,JURONG EAST STREET 13,JURONG EAST VILLE,29,17,SINGAPORE,600101,101,JURONG EAST STREET 13,JURONG EAST VILLE,29,17,SINGAPORE,600101,1.0,13.091125584615384,80.19138276923077
102 #10-77 BEDOK NORTH AVENUE 4 PEARL GARDEN SINGAPORE 460102,102,BEDOK NORTH AVENUE 4,PEARL GARDEN,10,77,SINGAPORE,460102,102,BEDOK NORTH AVENUE 4,PEARL GARDEN,10,77,SINGAPORE,460102,1.0,1.3338812,103.9374603
184 PASIR RIS STREET 11 #29-94 SINGAPORE 510184,184,PASIR RIS STREET 11,,29,94,SINGAPORE,510184,184,PASIR RIS STREET 11,,29,94,SINGAPORE,510184,1.0,46.099414,23.5888639
101 DBS YISHUN WEST BRANCH YISHUN AVENUE 5 #11-52 SINGAPORE 760101,101,YISHUN AVENUE 5,DBS YISHUN WEST BRANCH,11,52,SINGAPORE,760101,101,YISHUN AVENUE 5,DBS YISHUN WEST BRANCH,11,52,SINGAPORE,760101,1.0,3.441746,-76.5460148
BLOCK 306A PUNGGOL PLACE MY FIRST SKOOL #01-92 SINGAPORE 821306,306A,PUNGGOL PLACE,MY FIRST SKOOL,01,92,SINGAPORE,821306,306A,PUNGGOL PLACE,MY FIRST SKOOL,01,92,SINGAPORE,821306,1.0,25.3425985,85.669933
235 GOMBAK GARDENS #09-98 BUKIT BATOK EAST AVENUE 5 SINGAPORE 650235,235,BUKIT BATOK EAST AVENUE 5,GOMBAK GARDENS,09,98,SINGAPORE,650235,235,BUKIT BATOK EAST AVENUE 5,GOMBAK GARDENS,09,98,SINGAPORE,650235,1.0,1.348618,103.7562371
165 SIGLAP EAST BEDOK SOUTH ROAD #26-89 SINGAPORE 460165,165,BEDOK SOUTH ROAD,SIGLAP EAST,26,89,SINGAPORE,460165,165,BEDOK SOUTH ROAD,SIGLAP EAST,26,89,SINGAPORE,460165,1.0,1.3203038,103.9460922
303 #04-60 CHUAN VILLAGE SERANGOON AVENUE 2 SINGAPORE 550303,303,SERANGOON AVENUE 2,CHUAN VILLAGE,04,60,SINGAPORE,550303,303,SERANGOON AVENUE 2,CHUAN VILLAGE,04,60,SINGAPORE,550303,1.0,-20.3666505,-40.4212314
514 PASIR RIS STREET 52 #01-37 ELIAS PARKS ESTATE SINGAPORE 510514,514,PASIR RIS STREET 52,ELIAS PARKS ESTATE,01,37,SINGAPORE,510514,514,PASIR RIS STREET 52,ELIAS PARKS ESTATE,01,37,SINGAPORE,510514,1.0,1.3745473,103.9431372
212 #21-50 MARSILING CRESCENT SINGAPORE 730212,212,MARSILING CRESCENT,,21,50,SINGAPORE,730212,212,MARSILING CRESCENT,,21,50,SINGAPORE,730212,1.0,1.446217,103.7731124
238 #04-97 LORONGONG 1 TOA PAYOH SINGAPORE 310238,238,LORONGONG 1 TOA PAYOH,,04,97,SINGAPORE,310238,238,LORONGONG 1 TOA PAYOH,,04,97,SINGAPORE,310238,1.0,46.1450906,21.33232578
302A ANCHORVALE LINK ANCHORVALE COURT #13-29 SINGAPORE 541302,302A,ANCHORVALE LINK,ANCHORVALE COURT,13,29,SINGAPORE,541302,302A,ANCHORVALE LINK,ANCHORVALE COURT,13,29,SINGAPORE,541302,1.0,1.3877415,103.8913621
906 #03-28 TAMPINES AVENUE 4 TAMPINES PALMSVILLE SINGAPORE 520906,906,TAMPINES AVENUE 4,TAMPINES PALMSVILLE,03,28,SINGAPORE,520906,906,TAMPINES AVENUE 4,TAMPINES PALMSVILLE,03,28,SINGAPORE,520906,1.0,1.3504412,103.9399788
220 #13-16 CHOA CHU KANG CENTRAL HDB PUBLIC SHELTERS SINGAPORE 680220,220,CHOA CHU KANG CENTRAL,HDB PUBLIC SHELTERS,13,16,SINGAPORE,680220,220,CHOA CHU KANG CENTRAL,HDB PUBLIC SHELTERS,13,16,SINGAPORE,680220,1.0,1.3820127,103.7454832
346 UBI AVENUE 1 #08-50 KAMPONG UBI VIEW SINGAPORE 400346,346,UBI AVENUE 1,KAMPONG UBI VIEW,08,50,SINGAPORE,400346,346,UBI AVENUE 1,KAMPONG UBI VIEW,08,50,SINGAPORE,400346,1.0,1.3259895,103.8996891
159 #08-07 BISHAN STREET 13 SINGAPORE 570159,159,BISHAN STREET 13,,08,07,SINGAPORE,570159,159,BISHAN STREET 13,,08,07,SINGAPORE,570159,1.0,1.3468293,103.8557919
134 BEDOK NORTH STREET 2 #09-05 SINGAPORE 460134,134,BEDOK NORTH STREET 2,,09,05,SINGAPORE,460134,134,BEDOK NORTH STREET 2,,09,05,SINGAPORE,460134,1.0,1.3283098,103.9365917
181 PCF SPARKLETOTS PRESCHOOL @ BISHAN EAST-THOMSON 181 (CC) BISHAN STREET 13 #01-56 SINGAPORE 570181,181,BISHAN STREET 13,PCF SPARKLETOTS PRESCHOOL @ BISHAN EAST-THOMSON 181 (CC),01,56,SINGAPORE,570181,181,BISHAN STREET 13,PCF SPARKLETOTS PRESCHOOL @ BISHAN EAST-THOMSON 181 (CC),01,56,SINGAPORE,570181,1.0,1.3489393,103.8530358
19 MARINE TERRACE BREEZE MARINE TERRACE #02-54 SINGAPORE 440019,19,MARINE TERRACE,MARINE TERRACE BREEZE,02,54,SINGAPORE,440019,19,MARINE TERRACE,MARINE TERRACE BREEZE,02,54,SINGAPORE,440019,1.0,21.104978525,79.01605425
17A MACPHERSON RESIDENCY CIRCUIT ROAD #01-58 SINGAPORE 371017,17A,CIRCUIT ROAD,MACPHERSON RESIDENCY,01,58,SINGAPORE,371017,17A,CIRCUIT ROAD,MACPHERSON RESIDENCY,01,58,SINGAPORE,371017,1.0,1.3298619,103.8881719
267 #18-79 TAMPINES STREET 21 SINGAPORE 520267,267,TAMPINES STREET 21,,18,79,SINGAPORE,520267,267,TAMPINES STREET 21,,18,79,SINGAPORE,520267,1.0,1.3508668,103.9488902
40 #25-78 BEDOK SOUTH ROAD BEDOK SOUTH PARKVIEW SINGAPORE 460040,40,BEDOK SOUTH ROAD,BEDOK SOUTH PARKVIEW,25,78,SINGAPORE,460040,40,BEDOK SOUTH ROAD,BEDOK SOUTH PARKVIEW,25,78,SINGAPORE,460040,1.0,51.78639909402174,55.17382425543479
282 TOH GUAN ROAD TOH GUAN VIEW #15-63 SINGAPORE 600282,282,TOH GUAN ROAD,TOH GUAN VIEW,15,63,SINGAPORE,600282,282,TOH GUAN ROAD,TOH GUAN VIEW,15,63,SINGAPORE,600282,1.0,1.3395756,103.7472337
210  #16-48 OUGANG STREET 21,210,OUGANG STREET 21,,16,48,,,210,HOUGANG STREET 21,,16,48,,,0.8571428571428571,46.3144754,11.0480288
525 #12-36 HOUGANG AVENUE 6 SINGAPORE 530525,525,HOUGANG AVENUE 6,,12,36,SINGAPORE,530525,525,HOUGANG AVENUE 6,,12,36,SINGAPORE,530525,1.0,24.24442,120.72339
803 YISHUN RING ROAD KHATIB GARDENS #06-70 SINGAPORE 760803,803,YISHUN RING ROAD,KHATIB GARDENS,06,70,SINGAPORE,760803,803,YISHUN RING ROAD,KHATIB GARDENS,06,70,SINGAPORE,760803,1.0,50.1769576,14.0457213588153
112 JURONG EAST VILLE JURONG EAST STREET 13 #12-48 SINGAPORE 600112,112,JURONG EAST STREET 13,JURONG EAST VILLE,12,48,SINGAPORE,600112,112,JURONG EAST STREET 13,JURONG EAST VILLE,12,48,SINGAPORE,600112,1.0,13.0563613,80.2619586
17 SAINT GEORGE'S ROAD #19-73 SAINT GEORGE'S EAST GARDENS SINGAPORE 320017,17,SAINT GEORGE'S ROAD,SAINT GEORGE'S EAST GARDENS,19,73,SINGAPORE,320017,17,SAINT GEORGE'S ROAD,SAINT GEORGE'S EAST GARDENS,19,73,SINGAPORE,320017,1.0,62.6095264,17.019983031086177
818A CHOA CHU KANG AVENUE 1 #26-77 KEAT HONG MIRAGE SINGAPORE 681818,818A,CHOA CHU KANG AVENUE 1,KEAT HONG MIRAGE,26,77,SINGAPORE,681818,818A,CHOA CHU KANG AVENUE 1,KEAT HONG MIRAGE,26,77,SINGAPORE,681818,1.0,1.377691,103.7485416
2 #07-59 3 BOON LAY DRIVE,3,BOON LAY DRIVE,,07,59,,,263,BOON LAY DRIVE,,07,59,,,0.8571428571428571,46.3144754,11.0480288
323B SENGKANG EAST WAY ANCHORVALE GROVE #09-43 SINGAPORE 542323,323B,SENGKANG EAST WAY,ANCHORVALE GROVE,09,43,SINGAPORE,542323,323B,SENGKANG EAST WAY,ANCHORVALE GROVE,09,43,SINGAPORE,542323,1.0,1.3922393,103.892529
307 SHUNFU ROAD SHUNFU GARDENS #26-73 SINGAPORE 570307,307,SHUNFU ROAD,SHUNFU GARDENS,26,73,SINGAPORE,570307,307,SHUNFU ROAD,SHUNFU GARDENS,26,73,SINGAPORE,570307,1.0,1.3505072,103.8387387
294 #08-72 CHOA CHU KANG AVENUE 2 HDB PUBLIC SHELTERS SINGAPORE 680294,294,CHOA CHU KANG AVENUE 2,HDB PUBLIC SHELTERS,08,72,SINGAPORE,680294,294,CHOA CHU KANG AVENUE 2,HDB PUBLIC SHELTERS,08,72,SINGAPORE,680294,1.0,1.3786342,103.7410062
578 #19-79 WOODLANDS DRIVE 16 SINGAPORE 730578,578,WOODLANDS DRIVE 16,,19,79,SINGAPORE,730578,578,WOODLANDS DRIVE 16,,19,79,SINGAPORE,730578,1.0,1.4315093,103.796011
46 MACPHERSON GARDEN CIRCUIT ROAD #21-45 SINGAPORE 370046,46,CIRCUIT ROAD,MACPHERSON GARDEN,21,45,SINGAPORE,370046,46,CIRCUIT ROAD,MACPHERSON GARDEN,21,45,SINGAPORE,370046,1.0,1.326123,103.8860631
483 HDB PUBLIC SHELTERS PASIR RIS DRIVE 4 #21-01 SINGAPORE 510483,483,PASIR RIS DRIVE 4,HDB PUBLIC SHELTERS,21,01,SINGAPORE,510483,483,PASIR RIS DRIVE 4,HDB PUBLIC SHELTERS,21,01,SINGAPORE,510483,1.0,1.374045,103.9600543
343 UBI AVENUE 1 KAMPONG UBI VIEW #28-67 SINGAPORE 400343,343,UBI AVENUE 1,KAMPONG UBI VIEW,28,67,SINGAPORE,400343,343,UBI AVENUE 1,KAMPONG UBI VIEW,28,67,SINGAPORE,400343,1.0,1.3264955,103.9004783
107 TOWNER ROAD #07-13 SINGAPORE 321107,107,TOWNER ROAD,,07,13,SINGAPORE,321107,107,TOWNER ROAD,,07,13,SINGAPORE,321107,1.0,1.3195887,103.859883
102 SASCO CHILD CARE CENTRE #01-07 BUKIT PURMEI ROAD SINGAPORE 090102,102,BUKIT PURMEI ROAD,SASCO CHILD CARE CENTRE,01,07,SINGAPORE,090102,102,BUKIT PURMEI ROAD,SASCO CHILD CARE CENTRE,01,07,SINGAPORE,090102,1.0,-2.2560933166666666,-79.88716296666666
30 #17-42 MARSILING DRIVE MARSILING SAPPHIRE SINGAPORE 730030,30,MARSILING DRIVE,MARSILING SAPPHIRE,17,42,SINGAPORE,730030,30,MARSILING DRIVE,MARSILING SAPPHIRE,17,42,SINGAPORE,730030,1.0,36.056496654,103.825181826
423 GARDEN HILL BEDOK NORTH AVENUE 1 #28-37 SINGAPORE 460423,423,BEDOK NORTH AVENUE 1,GARDEN HILL,28,37,SINGAPORE,460423,423,BEDOK NORTH AVENUE 1,GARDEN HILL,28,37,SINGAPORE,460423,1.0,1.3279521,103.9275508
240 COMPASSVALE PLAINS #05-13 COMPASSVALE WALK SINGAPORE 540240,240,COMPASSVALE WALK,COMPASSVALE PLAINS,05,13,SINGAPORE,540240,240,COMPASSVALE WALK,COMPASSVALE PLAINS,05,13,SINGAPORE,540240,1.0,1.3906905,103.8979545
6 #05-77 LORONGONG 7 TOA PAYOH SINGAPORE 310006,6,LORONGONG 7 TOA PAYOH,,05,77,SINGAPORE,310006,6,LORONGONG 7 TOA PAYOH,,05,77,SINGAPORE,310006,1.0,30.26518205,120.15976735
101 RIVERVALE WALK #12-11 RIVERVALE COURT SINGAPORE 540101,101,RIVERVALE WALK,RIVERVALE COURT,12,11,SINGAPORE,540101,101,RIVERVALE WALK,RIVERVALE COURT,12,11,SINGAPORE,540101,1.0,1.3826839,103.8993468
230 #24-47 PASIR RIS STREET 21 SINGAPORE 510230,230,PASIR RIS STREET 21,,24,47,SINGAPORE,510230,230,PASIR RIS STREET 21,,24,47,SINGAPORE,510230,1.0,1.3725938,103.9610369
496E #28-12 TAMPINES AVENUE 9 SINGAPORE 521496,496E,TAMPINES AVENUE 9,,28,12,SINGAPORE,521496,496E,TAMPINES AVENUE 9,,28,12,SINGAPORE,521496,1.0,1.3611051,103.949844
520 HDB PUBLIC SHELTERS PASIR RIS STREET 52 #08-25 SINGAPORE 510520,520,PASIR RIS STREET 52,HDB PUBLIC SHELTERS,08,25,SINGAPORE,510520,520,PASIR RIS STREET 52,HDB PUBLIC SHELTERS,08,25,SINGAPORE,510520,1.0,1.373484,103.9448726
538 #16-28 CHENG SAN VIEW ANG MO KIO AVENUE 5 SINGAPORE 560538,538,ANG MO KIO AVENUE 5,CHENG SAN VIEW,16,28,SINGAPORE,560538,538,ANG MO KIO AVENUE 5,CHENG SAN VIEW,16,28,SINGAPORE,560538,1.0,1.3753714,103.8536987
102 BEDOK NORTH AVENUE 4 #13-81 PEARL GARDEN SINGAPORE 460102,102,BEDOK NORTH AVENUE 4,PEARL GARDEN,13,81,SINGAPORE,460102,102,BEDOK NORTH AVENUE 4,PEARL GARDEN,13,81,SINGAPORE,460102,1.0,1.3338812,103.9374603
546 JURONG WEST STREET 42 #03-07 SINGAPORE 640546,546,JURONG WEST STREET 42,,03,07,SINGAPORE,640546,546,JURONG WEST STREET 42,,03,07,SINGAPORE,640546,1.0,1.3526816,103.7152247
121 #12-56 BEDOK NORTH ROAD SINGAPORE 460121,121,BEDOK NORTH ROAD,,12,56,SINGAPORE,460121,121,BEDOK NORTH ROAD,,12,56,SINGAPORE,460121,1.0,1.3295994,103.9389281
1 TOH YI DRIVE TOH YI GARDENS #18-54 SINGAPORE 591501,1,TOH YI DRIVE,TOH YI GARDENS,18,54,SINGAPORE,591501,1,TOH YI DRIVE,TOH YI GARDENS,18,54,SINGAPORE,591501,1.0,1.3394912,103.7749404
274B PUNGGOL PLACE #07-12 PUNGGOL REGALIA SINGAPORE 822274,274B,PUNGGOL PLACE,PUNGGOL REGALIA,07,12,SINGAPORE,822274,274B,PUNGGOL PLACE,PUNGGOL REGALIA,07,12,SINGAPORE,822274,1.0,1.4031223,103.9025283
82B LORONGONG 4 TOA PAYOH #11-65 SINGAPORE 312082,82B,LORONGONG 4 TOA PAYOH,,11,65,SINGAPORE,312082,82B,LORONGONG 4 TOA PAYOH,,11,65,SINGAPORE,312082,1.0,1.3356378,103.8488311
251 #20-73 TAMPINES STREET 21 SINGAPORE 520251,251,TAMPINES STREET 21,,20,73,SINGAPORE,520251,251,TAMPINES STREET 21,,20,73,SINGAPORE,520251,1.0,1.352862,103.9485368
584 ANG MO KIO AVENUE 3 #13-30 MY WORLD PRESCHOOL LTD. SINGAPORE 560584,584,ANG MO KIO AVENUE 3,MY WORLD PRESCHOOL LTD,13,30,SINGAPORE,560584,584,ANG MO KIO AVENUE 3,MY WORLD PRESCHOOL LTD.,13,30,SINGAPORE,560584,0.8571428571428571,1.3707562,103.8534921
2 TECK WHYE AVENUE KOWABUNGA! EDUCATION CENTRE LLP @ TECK WHYE #07-88 SINGAPORE 680002,2,TECK WHYE AVENUE,KOWABUNGA! EDUCATION CENTRE LLP @ TECK WHYE,07,88,SINGAPORE,680002,2,TECK WHYE AVENUE,KOWABUNGA! EDUCATION CENTRE LLP @ TECK WHYE,07,88,SINGAPORE,680002,1.0,7.126321559999999,-73.11675001
417 TECK GHEE HEARTLANDS ANG MO KIO AVENUE 10 #10-44 SINGAPORE 560417,417,ANG MO KIO AVENUE 10,TECK GHEE HEARTLANDS,10,44,SINGAPORE,560417,417,ANG MO KIO AVENUE 10,TECK GHEE HEARTLANDS,10,44,SINGAPORE,560417,1.0,1.3649643,103.8552059
54 CHAI CHEE STREET CHAI CHEE GARDENS #20-98 SINGAPORE 460054,54,CHAI CHEE STREET,CHAI CHEE GARDENS,20,98,SINGAPORE,460054,54,CHAI CHEE STREET,CHAI CHEE GARDENS,20,98,SINGAPORE,460054,1.0,1.3293913,103.9210537
